id_pedido,id_producto,nombre_producto,categoria,id_proveedor,nombre_proveedor,cantidad_solicitada,estado_pedido,fecha_pedido,fecha_entrega,numero_factura
5040,34,"Condón Durex Extra Fino x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",75,entregado,"2024-11-13 22:00:33","2024-11-20 22:00:33","FAC-005040"
5041,23,"Hierro + Ácido Fólico x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",81,en proceso,"2024-05-19 12:18:24","2024-06-03 12:18:24",""
5042,38,"Condón Lifestyles Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",95,entregado,"2023-09-23 13:15:33","2023-10-05 13:15:33","FAC-005042"
5043,10,"Azitromicina 500mg x3","Antibiótico",5,"Genfar S.A - Grupo Sanofi",61,en proceso,"2024-02-28 18:33:25","2024-03-09 18:33:25",""
5044,10,"Azitromicina 500mg x3","Antibiótico",5,"Genfar S.A - Grupo Sanofi",79,entregado,"2025-06-18 16:30:20","2025-06-21 16:30:20","FAC-005044"
5045,37,"Condón Control Retard x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",11,entregado,"2023-02-09 21:24:36","2023-02-15 21:24:36","FAC-005045"
5046,8,"Ketorolaco 10mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",15,entregado,"2024-10-18 15:26:54","2024-10-27 15:26:54","FAC-005046"
5047,48,"Lubricante Control Aqua 75ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",13,en proceso,"2024-07-08 22:13:36","2024-07-21 22:13:36",""
5048,6,"Meloxicam 15mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",34,aceptado,"2025-08-23 14:19:43","",""
5049,34,"Condón Durex Extra Fino x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",87,en proceso,"2024-01-02 21:50:12","2024-01-14 21:50:12",""
5050,18,"Vitamina D3 2000UI x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",92,entregado,"2025-06-04 00:53:03","2025-06-14 00:53:03","FAC-005050"
5051,4,"Aspirina 100mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",89,en proceso,"2025-10-14 06:14:33","2025-11-02 06:14:33",""
5052,9,"Amoxicilina 500mg x21","Antibiótico",5,"Genfar S.A - Grupo Sanofi",67,entregado,"2025-11-12 06:57:24","2025-11-17 06:57:24","FAC-005052"
5053,2,"Ibuprofeno 400mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",45,entregado,"2025-04-13 11:29:54","2025-04-28 11:29:54","FAC-005053"
5054,40,"Condón Protex x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",49,aceptado,"2023-12-12 07:42:52","",""
5055,35,"Condón Condomi Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",85,aceptado,"2023-09-28 01:11:11","",""
5056,36,"Condón Prudence Fresa x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",43,entregado,"2024-10-08 20:57:48","2024-10-22 20:57:48","FAC-005056"
5057,41,"Lubricante Durex Play 50ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",68,entregado,"2023-05-21 12:49:26","2023-05-29 12:49:26","FAC-005057"
5058,14,"Claritromicina 500mg x14","Antibiótico",5,"Genfar S.A - Grupo Sanofi",100,entregado,"2025-11-07 20:25:35","2025-11-21 20:25:35","FAC-005058"
5059,27,"Crema hidratante facial 50ml","Cuidado personal",7,"Bayer S.A Colombia",78,en proceso,"2025-06-16 04:03:51","2025-07-02 04:03:51",""
5060,44,"Lubricante Nuei Delay 100ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",39,en proceso,"2024-07-01 20:05:56","2024-07-08 20:05:56",""
5061,35,"Condón Condomi Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",36,entregado,"2024-08-30 14:49:31","2024-09-05 14:49:31","FAC-005061"
5062,31,"Desodorante roll-on 50ml","Cuidado personal",7,"Bayer S.A Colombia",55,entregado,"2023-09-27 21:26:07","2023-10-07 21:26:07","FAC-005062"
5063,36,"Condón Prudence Fresa x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",46,en proceso,"2023-04-17 19:37:34","2023-05-02 19:37:34",""
5064,23,"Hierro + Ácido Fólico x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",17,en proceso,"2025-01-17 13:47:02","2025-01-25 13:47:02",""
5065,35,"Condón Condomi Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",22,en proceso,"2025-12-14 16:52:36","2025-12-27 16:52:36",""
5066,42,"Lubricante Íntimo KY 75ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",47,entregado,"2024-09-06 04:26:25","2024-09-18 04:26:25","FAC-005066"
5067,9,"Amoxicilina 500mg x21","Antibiótico",5,"Genfar S.A - Grupo Sanofi",66,entregado,"2023-12-20 02:04:24","2023-12-25 02:04:24","FAC-005067"
5068,14,"Claritromicina 500mg x14","Antibiótico",5,"Genfar S.A - Grupo Sanofi",16,en proceso,"2025-09-22 11:12:42","2025-10-06 11:12:42",""
5069,10,"Azitromicina 500mg x3","Antibiótico",5,"Genfar S.A - Grupo Sanofi",19,entregado,"2024-01-28 10:47:39","2024-02-05 10:47:39","FAC-005069"
5070,7,"Tramadol 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",34,entregado,"2025-04-03 16:00:31","2025-04-10 16:00:31","FAC-005070"
5071,23,"Hierro + Ácido Fólico x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",35,en proceso,"2024-02-25 21:05:11","2024-03-06 21:05:11",""
5072,16,"Doxiciclina 100mg x10","Antibiótico",5,"Genfar S.A - Grupo Sanofi",14,aceptado,"2023-02-01 01:07:03","",""
5073,25,"Protector solar SPF 50 50ml","Cuidado personal",7,"Bayer S.A Colombia",67,en proceso,"2025-10-17 11:26:11","2025-11-02 11:26:11",""
5074,46,"Lubricante Vive Sensitivo 50ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",28,entregado,"2024-09-16 22:48:09","2024-10-01 22:48:09","FAC-005074"
5075,23,"Hierro + Ácido Fólico x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",79,aceptado,"2023-12-11 00:52:25","",""
5076,29,"Hilo dental 50m","Cuidado personal",7,"Bayer S.A Colombia",72,entregado,"2023-03-02 07:45:09","2023-03-11 07:45:09","FAC-005076"
5077,5,"Diclofenaco 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",50,entregado,"2023-07-11 20:57:01","2023-07-14 20:57:01","FAC-005077"
5078,22,"Zinc 50mg x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",79,en proceso,"2023-09-23 02:58:03","2023-10-11 02:58:03",""
5079,33,"Condón Durex Natural x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",70,entregado,"2025-09-26 21:40:08","2025-10-10 21:40:08","FAC-005079"
5080,26,"Shampoo anticaspa 400ml","Cuidado personal",7,"Bayer S.A Colombia",24,entregado,"2023-09-11 00:29:25","2023-09-22 00:29:25","FAC-005080"
5081,7,"Tramadol 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",68,entregado,"2025-09-24 21:41:35","2025-10-02 21:41:35","FAC-005081"
5082,36,"Condón Prudence Fresa x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",73,en proceso,"2023-07-24 00:27:44","2023-08-12 00:27:44",""
5083,34,"Condón Durex Extra Fino x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",70,en proceso,"2025-08-14 09:20:15","2025-09-03 09:20:15",""
5084,28,"Jabón antibacterial 250ml","Cuidado personal",7,"Bayer S.A Colombia",99,en proceso,"2024-02-15 04:07:21","2024-02-22 04:07:21",""
5085,32,"Gel antibacterial 500ml","Cuidado personal",7,"Bayer S.A Colombia",50,aceptado,"2023-08-06 22:37:49","",""
5086,33,"Condón Durex Natural x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",73,entregado,"2024-06-17 15:27:12","2024-06-23 15:27:12","FAC-005086"
5087,42,"Lubricante Íntimo KY 75ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",57,entregado,"2025-10-14 20:52:53","2025-10-21 20:52:53","FAC-005087"
5088,37,"Condón Control Retard x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",88,entregado,"2023-11-03 22:42:41","2023-11-14 22:42:41","FAC-005088"
5089,31,"Desodorante roll-on 50ml","Cuidado personal",7,"Bayer S.A Colombia",63,entregado,"2025-11-25 10:15:33","2025-12-08 10:15:33","FAC-005089"
5090,48,"Lubricante Control Aqua 75ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",75,entregado,"2024-02-12 19:48:26","2024-02-15 19:48:26","FAC-005090"
5091,28,"Jabón antibacterial 250ml","Cuidado personal",7,"Bayer S.A Colombia",30,entregado,"2024-04-28 18:41:03","2024-05-08 18:41:03","FAC-005091"
5092,47,"Lubricante Prudence Aqua 60ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",79,entregado,"2025-05-04 08:13:08","2025-05-12 08:13:08","FAC-005092"
5093,38,"Condón Lifestyles Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",31,aceptado,"2024-06-12 14:05:16","",""
5094,41,"Lubricante Durex Play 50ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",43,en proceso,"2025-03-22 15:27:57","2025-03-28 15:27:57",""
5095,13,"Clindamicina 300mg x16","Antibiótico",5,"Genfar S.A - Grupo Sanofi",33,en proceso,"2024-03-14 00:37:49","2024-04-03 00:37:49",""
5096,32,"Gel antibacterial 500ml","Cuidado personal",7,"Bayer S.A Colombia",76,entregado,"2023-01-04 20:01:38","2023-01-19 20:01:38","FAC-005096"
5097,32,"Gel antibacterial 500ml","Cuidado personal",7,"Bayer S.A Colombia",29,aceptado,"2024-09-05 18:50:26","",""
5098,45,"Lubricante Yes OB Natural 80ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",12,entregado,"2023-05-16 17:12:21","2023-05-30 17:12:21","FAC-005098"
5099,15,"Cefalexina 500mg x20","Antibiótico",5,"Genfar S.A - Grupo Sanofi",59,en proceso,"2024-01-04 12:16:07","2024-01-22 12:16:07",""
5100,28,"Jabón antibacterial 250ml","Cuidado personal",7,"Bayer S.A Colombia",60,entregado,"2025-04-29 09:08:49","2025-05-12 09:08:49","FAC-005100"
5101,21,"Calcio + Vitamina D x60","Vitaminas y suplementos",6,"Tecnoquímicas S.A",89,en proceso,"2023-11-17 02:22:41","2023-11-29 02:22:41",""
5102,1,"Acetaminofén 500mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",57,entregado,"2025-03-17 01:12:04","2025-03-23 01:12:04","FAC-005102"
5103,27,"Crema hidratante facial 50ml","Cuidado personal",7,"Bayer S.A Colombia",26,entregado,"2023-03-19 05:20:10","2023-03-31 05:20:10","FAC-005103"
5104,17,"Vitamina C 1000mg x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",91,entregado,"2023-06-06 13:44:50","2023-06-18 13:44:50","FAC-005104"
5105,6,"Meloxicam 15mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",78,entregado,"2024-02-01 22:11:28","2024-02-09 22:11:28","FAC-005105"
5106,38,"Condón Lifestyles Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",80,en proceso,"2023-06-10 09:59:25","2023-06-15 09:59:25",""
5107,29,"Hilo dental 50m","Cuidado personal",7,"Bayer S.A Colombia",25,en proceso,"2023-02-12 23:23:55","2023-03-03 23:23:55",""
5108,16,"Doxiciclina 100mg x10","Antibiótico",5,"Genfar S.A - Grupo Sanofi",42,en proceso,"2023-04-24 04:28:00","2023-05-07 04:28:00",""
5109,14,"Claritromicina 500mg x14","Antibiótico",5,"Genfar S.A - Grupo Sanofi",18,entregado,"2023-01-28 00:41:01","2023-02-11 00:41:01","FAC-005109"
5110,37,"Condón Control Retard x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",21,aceptado,"2024-08-21 23:40:00","",""
5111,35,"Condón Condomi Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",32,entregado,"2023-11-07 12:17:40","2023-11-15 12:17:40","FAC-005111"
5112,24,"Magnesio 400mg x60","Vitaminas y suplementos",6,"Tecnoquímicas S.A",93,entregado,"2025-07-24 08:19:58","2025-07-27 08:19:58","FAC-005112"
5113,20,"Omega 3 1000mg x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",97,entregado,"2023-12-26 15:50:40","2023-12-29 15:50:40","FAC-005113"
5114,46,"Lubricante Vive Sensitivo 50ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",55,aceptado,"2024-03-07 16:04:18","",""
5115,48,"Lubricante Control Aqua 75ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",66,entregado,"2023-03-30 12:59:36","2023-04-14 12:59:36","FAC-005115"
5116,5,"Diclofenaco 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",30,entregado,"2023-07-20 10:09:35","2023-08-02 10:09:35","FAC-005116"
5117,28,"Jabón antibacterial 250ml","Cuidado personal",7,"Bayer S.A Colombia",20,en proceso,"2025-03-24 05:09:37","2025-04-13 05:09:37",""
5118,41,"Lubricante Durex Play 50ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",29,en proceso,"2025-03-06 22:04:26","2025-03-11 22:04:26",""
5119,31,"Desodorante roll-on 50ml","Cuidado personal",7,"Bayer S.A Colombia",64,entregado,"2023-06-04 03:43:22","2023-06-07 03:43:22","FAC-005119"
5120,32,"Gel antibacterial 500ml","Cuidado personal",7,"Bayer S.A Colombia",55,en proceso,"2025-05-09 08:00:02","2025-05-16 08:00:02",""
5121,1,"Acetaminofén 500mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",59,entregado,"2024-11-10 07:57:27","2024-11-23 07:57:27","FAC-005121"
5122,6,"Meloxicam 15mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",19,entregado,"2023-10-10 21:38:38","2023-10-13 21:38:38","FAC-005122"
5123,9,"Amoxicilina 500mg x21","Antibiótico",5,"Genfar S.A - Grupo Sanofi",39,entregado,"2024-10-24 23:42:02","2024-11-06 23:42:02","FAC-005123"
5124,47,"Lubricante Prudence Aqua 60ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",83,en proceso,"2023-08-22 21:23:46","2023-09-11 21:23:46",""
5125,18,"Vitamina D3 2000UI x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",74,en proceso,"2023-07-07 18:51:03","2023-07-16 18:51:03",""
5126,47,"Lubricante Prudence Aqua 60ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",79,entregado,"2024-01-11 13:27:58","2024-01-24 13:27:58","FAC-005126"
5127,24,"Magnesio 400mg x60","Vitaminas y suplementos",6,"Tecnoquímicas S.A",40,entregado,"2025-03-24 22:41:56","2025-04-06 22:41:56","FAC-005127"
5128,34,"Condón Durex Extra Fino x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",86,aceptado,"2023-11-06 09:32:18","",""
5129,22,"Zinc 50mg x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",55,en proceso,"2025-04-24 08:29:02","2025-05-10 08:29:02",""
5130,31,"Desodorante roll-on 50ml","Cuidado personal",7,"Bayer S.A Colombia",93,entregado,"2025-01-01 00:47:48","2025-01-11 00:47:48","FAC-005130"
5131,41,"Lubricante Durex Play 50ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",91,en proceso,"2023-06-26 10:49:00","2023-07-11 10:49:00",""
5132,7,"Tramadol 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",80,en proceso,"2024-07-17 18:47:36","2024-07-30 18:47:36",""
5133,5,"Diclofenaco 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",92,entregado,"2025-10-08 08:23:43","2025-10-20 08:23:43","FAC-005133"
5134,4,"Aspirina 100mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",66,entregado,"2024-06-24 06:51:51","2024-07-05 06:51:51","FAC-005134"
5135,29,"Hilo dental 50m","Cuidado personal",7,"Bayer S.A Colombia",97,entregado,"2024-10-22 05:44:02","2024-10-28 05:44:02","FAC-005135"
5136,26,"Shampoo anticaspa 400ml","Cuidado personal",7,"Bayer S.A Colombia",36,entregado,"2025-01-21 21:44:18","2025-02-04 21:44:18","FAC-005136"
5137,44,"Lubricante Nuei Delay 100ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",39,en proceso,"2024-05-18 01:37:31","2024-05-31 01:37:31",""
5138,6,"Meloxicam 15mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",79,en proceso,"2025-04-14 21:35:39","2025-04-26 21:35:39",""
5139,9,"Amoxicilina 500mg x21","Antibiótico",5,"Genfar S.A - Grupo Sanofi",45,entregado,"2024-05-14 00:53:04","2024-05-19 00:53:04","FAC-005139"
5140,39,"Condón Vive Placer Real x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",90,entregado,"2023-02-04 23:12:18","2023-02-17 23:12:18","FAC-005140"
5141,34,"Condón Durex Extra Fino x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",75,entregado,"2025-06-10 05:46:04","2025-06-17 05:46:04","FAC-005141"
5142,33,"Condón Durex Natural x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",75,aceptado,"2025-01-06 03:13:45","",""
5143,20,"Omega 3 1000mg x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",82,entregado,"2025-06-25 09:03:25","2025-07-06 09:03:25","FAC-005143"
5144,4,"Aspirina 100mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",61,entregado,"2023-06-27 00:32:52","2023-07-10 00:32:52","FAC-005144"
5145,31,"Desodorante roll-on 50ml","Cuidado personal",7,"Bayer S.A Colombia",21,en proceso,"2025-01-26 13:35:41","2025-02-07 13:35:41",""
5146,3,"Naproxeno 500mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",80,en proceso,"2025-04-30 16:09:11","2025-05-06 16:09:11",""
5147,27,"Crema hidratante facial 50ml","Cuidado personal",7,"Bayer S.A Colombia",87,entregado,"2024-09-12 08:55:14","2024-09-21 08:55:14","FAC-005147"
5148,7,"Tramadol 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",70,entregado,"2023-12-28 03:39:39","2024-01-09 03:39:39","FAC-005148"
5149,26,"Shampoo anticaspa 400ml","Cuidado personal",7,"Bayer S.A Colombia",31,entregado,"2023-09-25 16:38:15","2023-10-03 16:38:15","FAC-005149"
5150,29,"Hilo dental 50m","Cuidado personal",7,"Bayer S.A Colombia",32,entregado,"2023-01-15 12:21:59","2023-01-29 12:21:59","FAC-005150"
5151,41,"Lubricante Durex Play 50ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",67,en proceso,"2025-08-17 12:25:07","2025-09-06 12:25:07",""
5152,12,"Metronidazol 500mg x14","Antibiótico",5,"Genfar S.A - Grupo Sanofi",93,entregado,"2024-02-01 05:12:50","2024-02-13 05:12:50","FAC-005152"
5153,10,"Azitromicina 500mg x3","Antibiótico",5,"Genfar S.A - Grupo Sanofi",54,en proceso,"2024-03-14 01:09:10","2024-03-25 01:09:10",""
5154,4,"Aspirina 100mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",95,entregado,"2025-04-16 21:23:43","2025-04-29 21:23:43","FAC-005154"
5155,11,"Ciprofloxacino 500mg x10","Antibiótico",5,"Genfar S.A - Grupo Sanofi",73,entregado,"2025-04-26 02:43:29","2025-05-09 02:43:29","FAC-005155"
5156,27,"Crema hidratante facial 50ml","Cuidado personal",7,"Bayer S.A Colombia",43,entregado,"2023-03-04 07:00:13","2023-03-13 07:00:13","FAC-005156"
5157,26,"Shampoo anticaspa 400ml","Cuidado personal",7,"Bayer S.A Colombia",59,en proceso,"2024-02-24 10:36:31","2024-03-01 10:36:31",""
5158,30,"Crema dental blanqueadora 75ml","Cuidado personal",7,"Bayer S.A Colombia",40,entregado,"2024-08-09 21:09:39","2024-08-17 21:09:39","FAC-005158"
5159,6,"Meloxicam 15mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",44,entregado,"2023-07-31 04:32:26","2023-08-04 04:32:26","FAC-005159"
5160,45,"Lubricante Yes OB Natural 80ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",26,en proceso,"2023-03-17 02:25:45","2023-04-03 02:25:45",""
5161,6,"Meloxicam 15mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",73,entregado,"2023-01-06 23:01:08","2023-01-14 23:01:08","FAC-005161"
5162,31,"Desodorante roll-on 50ml","Cuidado personal",7,"Bayer S.A Colombia",27,entregado,"2024-09-06 20:21:41","2024-09-11 20:21:41","FAC-005162"
5163,12,"Metronidazol 500mg x14","Antibiótico",5,"Genfar S.A - Grupo Sanofi",80,en proceso,"2023-01-13 02:12:21","2023-01-24 02:12:21",""
5164,32,"Gel antibacterial 500ml","Cuidado personal",7,"Bayer S.A Colombia",22,aceptado,"2025-12-04 22:55:19","",""
5165,28,"Jabón antibacterial 250ml","Cuidado personal",7,"Bayer S.A Colombia",56,entregado,"2023-10-23 06:54:15","2023-10-31 06:54:15","FAC-005165"
5166,24,"Magnesio 400mg x60","Vitaminas y suplementos",6,"Tecnoquímicas S.A",48,aceptado,"2023-08-20 14:19:22","",""
5167,39,"Condón Vive Placer Real x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",85,aceptado,"2025-11-09 08:51:38","",""
5168,20,"Omega 3 1000mg x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",37,aceptado,"2024-08-10 17:49:57","",""
5169,1,"Acetaminofén 500mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",49,entregado,"2023-06-23 00:38:53","2023-07-07 00:38:53","FAC-005169"
5170,25,"Protector solar SPF 50 50ml","Cuidado personal",7,"Bayer S.A Colombia",72,entregado,"2025-11-13 19:57:26","2025-11-19 19:57:26","FAC-005170"
5171,2,"Ibuprofeno 400mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",34,entregado,"2024-02-22 03:04:35","2024-03-07 03:04:35","FAC-005171"
5172,5,"Diclofenaco 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",70,entregado,"2023-12-13 22:51:33","2023-12-22 22:51:33","FAC-005172"
5173,11,"Ciprofloxacino 500mg x10","Antibiótico",5,"Genfar S.A - Grupo Sanofi",91,aceptado,"2023-06-09 23:41:16","",""
5174,21,"Calcio + Vitamina D x60","Vitaminas y suplementos",6,"Tecnoquímicas S.A",31,aceptado,"2023-01-27 14:10:43","",""
5175,13,"Clindamicina 300mg x16","Antibiótico",5,"Genfar S.A - Grupo Sanofi",58,en proceso,"2023-02-21 14:15:35","2023-03-01 14:15:35",""
5176,25,"Protector solar SPF 50 50ml","Cuidado personal",7,"Bayer S.A Colombia",48,entregado,"2023-01-14 21:02:41","2023-01-17 21:02:41","FAC-005176"
5177,10,"Azitromicina 500mg x3","Antibiótico",5,"Genfar S.A - Grupo Sanofi",95,entregado,"2024-04-27 05:03:23","2024-05-04 05:03:23","FAC-005177"
5178,12,"Metronidazol 500mg x14","Antibiótico",5,"Genfar S.A - Grupo Sanofi",73,en proceso,"2025-05-15 16:13:57","2025-05-20 16:13:57",""
5179,37,"Condón Control Retard x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",40,aceptado,"2024-08-06 18:20:54","",""
5180,7,"Tramadol 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",72,entregado,"2023-09-26 22:55:02","2023-10-10 22:55:02","FAC-005180"
5181,30,"Crema dental blanqueadora 75ml","Cuidado personal",7,"Bayer S.A Colombia",58,entregado,"2025-03-12 20:10:38","2025-03-16 20:10:38","FAC-005181"
5182,14,"Claritromicina 500mg x14","Antibiótico",5,"Genfar S.A - Grupo Sanofi",83,en proceso,"2024-04-12 17:31:38","2024-04-21 17:31:38",""
5183,41,"Lubricante Durex Play 50ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",71,en proceso,"2023-06-04 01:44:40","2023-06-10 01:44:40",""
5184,1,"Acetaminofén 500mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",81,entregado,"2025-01-05 04:32:59","2025-01-11 04:32:59","FAC-005184"
5185,43,"Lubricante Pjur Original 30ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",87,entregado,"2025-11-06 23:52:42","2025-11-21 23:52:42","FAC-005185"
5186,37,"Condón Control Retard x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",85,entregado,"2023-05-07 21:37:34","2023-05-10 21:37:34","FAC-005186"
5187,17,"Vitamina C 1000mg x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",30,entregado,"2024-08-18 15:38:41","2024-08-31 15:38:41","FAC-005187"
5188,38,"Condón Lifestyles Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",90,aceptado,"2023-10-09 18:47:21","",""
5189,38,"Condón Lifestyles Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",67,entregado,"2025-06-14 19:51:35","2025-06-22 19:51:35","FAC-005189"
5190,9,"Amoxicilina 500mg x21","Antibiótico",5,"Genfar S.A - Grupo Sanofi",31,entregado,"2024-04-03 02:32:36","2024-04-13 02:32:36","FAC-005190"
5191,16,"Doxiciclina 100mg x10","Antibiótico",5,"Genfar S.A - Grupo Sanofi",48,entregado,"2024-11-20 03:15:07","2024-12-03 03:15:07","FAC-005191"
5192,26,"Shampoo anticaspa 400ml","Cuidado personal",7,"Bayer S.A Colombia",19,entregado,"2025-08-03 12:18:35","2025-08-14 12:18:35","FAC-005192"
5193,13,"Clindamicina 300mg x16","Antibiótico",5,"Genfar S.A - Grupo Sanofi",47,entregado,"2024-11-02 13:01:23","2024-11-08 13:01:23","FAC-005193"
5194,7,"Tramadol 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",100,entregado,"2025-05-30 13:47:02","2025-06-06 13:47:02","FAC-005194"
5195,18,"Vitamina D3 2000UI x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",45,entregado,"2023-06-17 16:50:22","2023-06-24 16:50:22","FAC-005195"
5196,12,"Metronidazol 500mg x14","Antibiótico",5,"Genfar S.A - Grupo Sanofi",16,aceptado,"2024-12-28 04:36:37","",""
5197,42,"Lubricante Íntimo KY 75ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",31,entregado,"2025-12-10 14:26:32","2025-12-16 14:26:32","FAC-005197"
5198,15,"Cefalexina 500mg x20","Antibiótico",5,"Genfar S.A - Grupo Sanofi",95,aceptado,"2024-02-24 06:37:52","",""
5199,31,"Desodorante roll-on 50ml","Cuidado personal",7,"Bayer S.A Colombia",34,entregado,"2025-05-18 01:33:13","2025-05-29 01:33:13","FAC-005199"
5200,38,"Condón Lifestyles Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",15,entregado,"2025-10-28 14:57:06","2025-11-01 14:57:06","FAC-005200"
5201,28,"Jabón antibacterial 250ml","Cuidado personal",7,"Bayer S.A Colombia",82,entregado,"2024-08-17 01:34:14","2024-08-26 01:34:14","FAC-005201"
5202,30,"Crema dental blanqueadora 75ml","Cuidado personal",7,"Bayer S.A Colombia",81,entregado,"2023-03-12 22:36:10","2023-03-27 22:36:10","FAC-005202"
5203,32,"Gel antibacterial 500ml","Cuidado personal",7,"Bayer S.A Colombia",27,en proceso,"2023-07-24 02:45:08","2023-07-29 02:45:08",""
5204,21,"Calcio + Vitamina D x60","Vitaminas y suplementos",6,"Tecnoquímicas S.A",92,entregado,"2023-08-11 08:48:28","2023-08-22 08:48:28","FAC-005204"
